yourlist:M201909028471C63D39733769F8E060B506551E123F05953	Entry	Entry name	Status	Protein names	Gene names	Organism	Length		
FBL	P22087	FBRL_HUMAN	reviewed	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase)	FBL FIB1 FLRN	Homo sapiens (Human)	321	P51608	4204
MAGI2	Q86UL8	MAGI2_HUMAN	reviewed	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Atrophin-1-interacting protein A) (Membrane-associated guanylate kinase inverted 2) (MAGI-2)"	MAGI2 ACVRINP1 AIP1 KIAA0705	Homo sapiens (Human)	1455	P54725	5886
LEPREL1	Q8IVL5	P3H2_HUMAN	reviewed	Prolyl 3-hydroxylase 2 (EC 1.14.11.7) (Leprecan-like protein 1) (Myxoid liposarcoma-associated protein 4)	P3H2 LEPREL1 MLAT4	Homo sapiens (Human)	708	Q02641	782
"GC,GBA"	P04062	GLCM_HUMAN	reviewed	Lysosomal acid glucosylceramidase (Lysosomal acid GCase) (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.104) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase)	GBA GC GLUC	Homo sapiens (Human)	536	Q2T9L4	388135
RASGRP2	Q7LDG7	GRP2_HUMAN	reviewed	RAS guanyl-releasing protein 2 (Calcium and DAG-regulated guanine nucleotide exchange factor I) (CalDAG-GEFI) (Cdc25-like protein) (hCDC25L) (F25B3.3 kinase-like protein)	RASGRP2 CDC25L MCG7	Homo sapiens (Human)	609	Q8TE56	170691
KIRREL3	Q8IZU9	KIRR3_HUMAN	reviewed	Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3]	KIRREL3 KIAA1867 NEPH2 UNQ5923/PRO4502/PRO19814	Homo sapiens (Human)	778	Q5T4T6	221711
C17orf97	Q6ZQX7	LIAT1_HUMAN	reviewed	Protein LIAT1 (Ligand of ATE1 protein)	LIAT1 C17orf97	Homo sapiens (Human)	453	O15392	332
MTM1	Q13496	MTM1_HUMAN	reviewed	"Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)"	MTM1 CG2	Homo sapiens (Human)	603	P60827	390664
DMC1	Q14565	DMC1_HUMAN	reviewed	Meiotic recombination protein DMC1/LIM15 homolog	DMC1 DMC1H LIM15	Homo sapiens (Human)	340	O95248	6305
"HID1,C17orf28,DMC1"	Q8IV36	HID1_HUMAN	reviewed	Protein HID1 (Down-regulated in multiple cancers 1) (HID1 domain-containing protein) (Protein hid-1 homolog)	HID1 C17orf28 DMC1	Homo sapiens (Human)	788	Q9UJP4	9903
SIPA1L3	O60292	SI1L3_HUMAN	reviewed	Signal-induced proliferation-associated 1-like protein 3 (SIPA1-like protein 3) (SPA-1-like protein 3)	SIPA1L3 KIAA0545 SPAL3	Homo sapiens (Human)	1781	P51884	4060
HIST1H2BD	P58876	H2B1D_HUMAN	reviewed	Histone H2B type 1-D (HIRA-interacting protein 2) (Histone H2B.1 B) (Histone H2B.b) (H2B/b)	HIST1H2BD H2BFB HIRIP2	Homo sapiens (Human)	126	Q05655	5580
C17orf80	Q9BSJ5	CQ080_HUMAN	reviewed	Uncharacterized protein C17orf80 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8)	C17orf80 HLC8 MIG3	Homo sapiens (Human)	609	P15907	6480
PRKCB	P05771	KPCB_HUMAN	reviewed	Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)	PRKCB PKCB PRKCB1	Homo sapiens (Human)	671	P49190	5746
OR4K15	Q8NH41	OR4KF_HUMAN	reviewed	Olfactory receptor 4K15 (Olfactory receptor OR14-20)	OR4K15	Homo sapiens (Human)	348	Q7L190	55211
AP4M1	O00189	AP4M1_HUMAN	reviewed	AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	AP4M1 MUARP2	Homo sapiens (Human)	453	P06733	2023
TRPM1	Q7Z4N2	TRPM1_HUMAN	reviewed	Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1)	TRPM1 LTRPC1 MLSN MLSN1	Homo sapiens (Human)	1603	Q9BY79	83552
ZNF599	Q96NL3	ZN599_HUMAN	reviewed	Zinc finger protein 599	ZNF599	Homo sapiens (Human)	588	Q14003	3748
BDP1	A6H8Y1	BDP1_HUMAN	reviewed	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)	BDP1 KIAA1241 KIAA1689 TFNR	Homo sapiens (Human)	2624	Q9UL46	5721
"PTPN18,BDP1"	Q99952	PTN18_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase)	PTPN18 BDP1	Homo sapiens (Human)	460	Q9NPC1	56413
ADAMTS8	Q9UP79	ATS8_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 8 (ADAM-TS 8) (ADAM-TS8) (ADAMTS-8) (EC 3.4.24.-) (METH-2) (METH-8)	ADAMTS8 METH2	Homo sapiens (Human)	889	Q9H3M0	3754
DBNDD1	Q9H9R9	DBND1_HUMAN	reviewed	Dysbindin domain-containing protein 1	DBNDD1	Homo sapiens (Human)	158	Q8IVS8	132158
KIAA0226L	Q9H714	PACER_HUMAN	reviewed	Protein associated with UVRAG as autophagy enhancer (Pacer) (Protein Rubicon-like)	RUBCNL C13orf18 KIAA0226L	Homo sapiens (Human)	662	O95202	3954
ATP4B	P51164	ATP4B_HUMAN	reviewed	Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain)	ATP4B	Homo sapiens (Human)	291	P62269	6222
DPYSL4	O14531	DPYL4_HUMAN	reviewed	Dihydropyrimidinase-related protein 4 (DRP-4) (Collapsin response mediator protein 3) (CRMP-3) (UNC33-like phosphoprotein 4) (ULIP-4)	DPYSL4 CRMP3 ULIP4	Homo sapiens (Human)	572	Q86UC2	83861
CCR5	P51681	CCR5_HUMAN	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	Homo sapiens (Human)	352	Q9Y6E7	23409
PIK3C3	Q8NEB9	PK3C3_HUMAN	reviewed	Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34)	PIK3C3 VPS34	Homo sapiens (Human)	887	Q96EK6	64841
RIPK4	P57078	RIPK4_HUMAN	reviewed	Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase)	RIPK4 ANKRD3 DIK	Homo sapiens (Human)	832	O75022	102725035
ZNF429	Q86V71	ZN429_HUMAN	reviewed	Zinc finger protein 429	ZNF429	Homo sapiens (Human)	674	O75022	107987462
RPL11	P62913	RL11_HUMAN	reviewed	60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)	RPL11	Homo sapiens (Human)	178	Q9BWT7	29775
C4orf17	Q53FE4	CD017_HUMAN	reviewed	Uncharacterized protein C4orf17	C4orf17	Homo sapiens (Human)	359	Q8N8U3	203430
PROP1	O75360	PROP1_HUMAN	reviewed	Homeobox protein prophet of Pit-1 (PROP-1) (Pituitary-specific homeodomain factor)	PROP1	Homo sapiens (Human)	226	Q9UKP5	11174
C6orf165	Q8IYR0	CF206_HUMAN	reviewed	Cilia- and flagella-associated protein 206	CFAP206 C6orf165	Homo sapiens (Human)	622	Q15056	7458
PON2	Q15165	PON2_HUMAN	reviewed	Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.1.81) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2)	PON2	Homo sapiens (Human)	354	Q6NUJ2	399947
RALGPS1	Q5JS13	RGPS1_HUMAN	reviewed	Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1)	RALGPS1 KIAA0351 RALGEF2	Homo sapiens (Human)	557	Q9NXI6	54546
ZNF770	Q6IQ21	ZN770_HUMAN	reviewed	Zinc finger protein 770	ZNF770	Homo sapiens (Human)	691	Q96N64	114825
ATF7IP2	Q5U623	MCAF2_HUMAN	reviewed	Activating transcription factor 7-interacting protein 2 (ATF7-interacting protein 2) (MBD1-containing chromatin-associated factor 2)	ATF7IP2 MCAF2	Homo sapiens (Human)	682	Q6P9B6	57707
SLC38A7	Q9NVC3	S38A7_HUMAN	reviewed	Putative sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7)	SLC38A7 SNAT7	Homo sapiens (Human)	462	Q9UFB7	92999
ZNF468	Q5VIY5	ZN468_HUMAN	reviewed	Zinc finger protein 468	ZNF468	Homo sapiens (Human)	522	Q07912	10188
OPRL1	P41146	OPRX_HUMAN	reviewed	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	OPRL1 OOR ORL1	Homo sapiens (Human)	370	Q9NWA0	55090
CXorf38	Q8TB03	CX038_HUMAN	reviewed	Uncharacterized protein CXorf38	CXorf38	Homo sapiens (Human)	319	Q9HBW9	64123
MAP3K14	Q99558	M3K14_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	MAP3K14 NIK	Homo sapiens (Human)	947	Q8IW36	57116
TMIGD2	Q96BF3	TMIG2_HUMAN	reviewed	Transmembrane and immunoglobulin domain-containing protein 2 (CD28 homolog) (Immunoglobulin and proline-rich receptor 1) (IGPR-1)	TMIGD2 CD28H IGPR1 UNQ3059/PRO9879	Homo sapiens (Human)	282	Q7Z5L3	165257
CHRNA10	Q9GZZ6	ACH10_HUMAN	reviewed	Neuronal acetylcholine receptor subunit alpha-10 (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10)	CHRNA10 NACHRA10	Homo sapiens (Human)	450	P98066	7130
WDR33	Q9C0J8	WDR33_HUMAN	reviewed	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	WDR33 WDC146	Homo sapiens (Human)	1336	O75155	23066
FAM47B	Q8NA70	FA47B_HUMAN	reviewed	Protein FAM47B	FAM47B	Homo sapiens (Human)	645	Q5VZK9	55604
FAM83D	Q9H4H8	FA83D_HUMAN	reviewed	Protein FAM83D (Spindle protein CHICA)	FAM83D C20orf129	Homo sapiens (Human)	585	Q15542	6877
GGT7	Q9UJ14	GGT7_HUMAN	reviewed	Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltransferase-like 5) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]	GGT7 GGTL3 GGTL5	Homo sapiens (Human)	662	P46779	6158
ADAMTS13	Q76LX8	ATS13_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)	ADAMTS13 C9orf8 UNQ6102/PRO20085	Homo sapiens (Human)	1427	Q96RN5	51586
ATP13A4	Q4VNC1	AT134_HUMAN	reviewed	Probable cation-transporting ATPase 13A4 (EC 3.6.3.-) (P5-ATPase isoform 4)	ATP13A4 UNQ3052/PRO9871	Homo sapiens (Human)	1196	Q9ULS5	57458
CXorf40A	Q8TE69	CX04A_HUMAN	reviewed	Protein CXorf40A (Endothelial-overexpressed lipopolysaccharide-associated factor 1)	CXorf40A CXorf40 EOLA1	Homo sapiens (Human)	158	Q9C0K0	64919
DEFB131	P59861	D131A_HUMAN	reviewed	"Beta-defensin 131A (Beta-defensin 31) (DEFB-31) (Defensin, beta 131)"	DEFB131A DEFB131 DEFB31	Homo sapiens (Human)	70	Q8NHY3	246176
GINS3	Q9BRX5	PSF3_HUMAN	reviewed	DNA replication complex GINS protein PSF3 (GINS complex subunit 3)	GINS3 PSF3	Homo sapiens (Human)	216	O00623	5193
GPR148	Q8TDV2	GP148_HUMAN	reviewed	Probable G-protein coupled receptor 148 (Brain and testis restricted GPCR) (G-protein coupled receptor PGR6)	GPR148 BTR PGR6	Homo sapiens (Human)	347	O00258	7485
IDE	P14735	IDE_HUMAN	reviewed	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	IDE	Homo sapiens (Human)	1019	Q8TD26	84181
IKBKAP	O95163	ELP1_HUMAN	reviewed	Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein) (p150)	ELP1 IKAP IKBKAP	Homo sapiens (Human)	1332	Q8TDI0	26038
LAP3	P28838	AMPL_HUMAN	reviewed	Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	LAP3 LAPEP PEPS	Homo sapiens (Human)	519	P0DPA2	391123
MAP4K1	Q92918	M4K1_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	MAP4K1 HPK1	Homo sapiens (Human)	833	Q8TAE6	81706
MED20	Q9H944	MED20_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20) (TRF-proximal protein homolog) (hTRFP)	MED20 TRFP	Homo sapiens (Human)	212	Q3SXM0	285429
NEK5	Q6P3R8	NEK5_HUMAN	reviewed	Serine/threonine-protein kinase Nek5 (EC 2.7.11.1) (Never in mitosis A-related kinase 5) (NimA-related protein kinase 5)	NEK5	Homo sapiens (Human)	708	Q5JV73	84443
NFXL1	Q6ZNB6	NFXL1_HUMAN	reviewed	NF-X1-type zinc finger protein NFXL1 (Ovarian zinc finger protein) (hOZFP)	NFXL1 OZFP	Homo sapiens (Human)	911	Q9UBN4	7223
NLK	Q9UBE8	NLK_HUMAN	reviewed	Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1)	NLK LAK1	Homo sapiens (Human)	527	Q8NBF1	148979
PCNXL2	A6NKB5	PCX2_HUMAN	reviewed	Pecanex-like protein 2 (Pecanex homolog protein 2)	PCNX2 KIAA0435 PCNXL2	Homo sapiens (Human)	2137	Q8TEU7	51735
RBBP4	Q09028	RBBP4_HUMAN	reviewed	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4 RBAP48	Homo sapiens (Human)	425	P30838	218
SCN1A	P35498	SCN1A_HUMAN	reviewed	Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)	SCN1A NAC1 SCN1	Homo sapiens (Human)	2009	P05538	3120
SKIL	P12757	SKIL_HUMAN	reviewed	Ski-like protein (Ski-related oncogene) (Ski-related protein)	SKIL SNO	Homo sapiens (Human)	684	Q5TA78	199834
STOX1	Q6ZVD7	STOX1_HUMAN	reviewed	Storkhead-box protein 1 (Winged-helix domain-containing protein)	STOX1 C10orf24	Homo sapiens (Human)	989	Q9UKS7	22807
TTC7A	Q9ULT0	TTC7A_HUMAN	reviewed	Tetratricopeptide repeat protein 7A (TPR repeat protein 7A)	TTC7A KIAA1140 TTC7	Homo sapiens (Human)	858	P30622	6249
ZNF425	Q6IV72	ZN425_HUMAN	reviewed	Zinc finger protein 425	ZNF425	Homo sapiens (Human)	752	Q9NYZ4	27181
ZNF496	Q96IT1	ZN496_HUMAN	reviewed	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	ZNF496 ZKSCAN17	Homo sapiens (Human)	587	Q5TCM9	254910
C1orf222	Q9C0B2	CFA74_HUMAN	reviewed	Cilia- and flagella-associated protein 74	CFAP74 C1orf222 KIAA1751	Homo sapiens (Human)	1584	Q14157	9898
NAIF1	Q69YI7	NAIF1_HUMAN	reviewed	Nuclear apoptosis-inducing factor 1	NAIF1 C9orf90	Homo sapiens (Human)	327	Q8WVI7	151242
OR11H12	B2RN74	O11HC_HUMAN	reviewed	Olfactory receptor 11H12	OR11H12	Homo sapiens (Human)	326	Q96DG6	134147
OR4F17	Q8NGA8	O4F17_HUMAN	reviewed	Olfactory receptor 4F17 (Olfactory receptor 4F11) (Olfactory receptor 4F18) (Olfactory receptor 4F19)	OR4F17 OR4F11P OR4F18 OR4F19	Homo sapiens (Human)	305	P49589	833
NPIPB11	E5RHQ5	NPB11_HUMAN	reviewed	Nuclear pore complex-interacting protein family member B11	NPIPB11	Homo sapiens (Human)	1161	Q13490	329
OR1A1	Q9P1Q5	OR1A1_HUMAN	reviewed	Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11)	OR1A1	Homo sapiens (Human)	309	A6NDD5	646658
TMC1	Q8TDI8	TMC1_HUMAN	reviewed	Transmembrane channel-like protein 1 (Transmembrane cochlear-expressed protein 1)	TMC1	Homo sapiens (Human)	760	Q8WWX8	115584
ALDH5A1	P51649	SSDH_HUMAN	reviewed	"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)"	ALDH5A1 SSADH	Homo sapiens (Human)	535	P51692	6777
ATAD5	Q96QE3	ATAD5_HUMAN	reviewed	ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)	ATAD5 C17orf41 FRAG1	Homo sapiens (Human)	1844	Q8N841	284076
ANKRD40	Q6AI12	ANR40_HUMAN	reviewed	Ankyrin repeat domain-containing protein 40	ANKRD40	Homo sapiens (Human)	368	P59095	147323
PDE10A	Q9Y233	PDE10_HUMAN	reviewed	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17) (EC 3.1.4.35)"	PDE10A	Homo sapiens (Human)	779	Q9BQS7	9843
IVL	P07476	INVO_HUMAN	reviewed	Involucrin	IVL	Homo sapiens (Human)	585	Q99576	1831
ANAPC1	Q9H1A4	APC1_HUMAN	reviewed	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	ANAPC1 TSG24	Homo sapiens (Human)	1944	Q4G0X9	55036
SIGLEC9	Q9Y336	SIGL9_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 9 (Siglec-9) (CDw329) (Protein FOAP-9) (CD antigen CD329)	SIGLEC9 UNQ668/PRO1302	Homo sapiens (Human)	463	O00567	10528
KRTAP21-2	Q3LI59	KR212_HUMAN	reviewed	Keratin-associated protein 21-2	KRTAP21-2 KAP21.2	Homo sapiens (Human)	83	Q02246	6900
CT45A4	Q8NHU0	CT453_HUMAN	reviewed	Cancer/testis antigen family 45 member A3 (Cancer/testis antigen 45-3) (Cancer/testis antigen 45-4) (Cancer/testis antigen 45A3) (Cancer/testis antigen 45A4) (Cancer/testis antigen family 45 member A4)	CT45A3 CT45-3 CT45-4 CT45A4	Homo sapiens (Human)	189	O95069	3776
SPACA4	Q8TDM5	SACA4_HUMAN	reviewed	Sperm acrosome membrane-associated protein 4 (Sperm acrosomal membrane-associated protein 14)	SPACA4 SAMP14 UNQ3046/PRO9862	Homo sapiens (Human)	124	Q13303	8514
ANKRD20A12P	Q8NF67	A2012_HUMAN	reviewed	Putative ankyrin repeat domain-containing protein 20A12 pseudogene	ANKRD20A12P	Homo sapiens (Human)	263	Q9UKJ8	8747
TBC1D2	Q9BYX2	TBD2A_HUMAN	reviewed	TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1) (PARIS-1)	TBC1D2 PARIS1 PP8997 TBC1D2A	Homo sapiens (Human)	928	P52895	1646
EIF3J	O75822	EIF3J_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)	EIF3J EIF3S1 PRO0391	Homo sapiens (Human)	258	Q6UB98	23253
ATP11C	Q8NB49	AT11C_HUMAN	reviewed	Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)	ATP11C ATPIG ATPIQ	Homo sapiens (Human)	1132	O60610	1729
ZNF518A	Q6AHZ1	Z518A_HUMAN	reviewed	Zinc finger protein 518A	ZNF518A KIAA0335 ZNF518	Homo sapiens (Human)	1483	Q12756	547
C1orf216	Q8TAB5	CA216_HUMAN	reviewed	UPF0500 protein C1orf216	C1orf216	Homo sapiens (Human)	229	Q15120	5165
CAPN6	Q9Y6Q1	CAN6_HUMAN	reviewed	Calpain-6 (Calpain-like protease X-linked) (Calpamodulin) (CalpM)	CAPN6 CALPM CANPX	Homo sapiens (Human)	641	Q4KWH8	23007
ACTRT1	Q8TDG2	ACTT1_HUMAN	reviewed	Actin-related protein T1 (ARP-T1)	ACTRT1 ARPT1 HSD27	Homo sapiens (Human)	376	Q8TBM7	80195
IKZF3	Q9UKT9	IKZF3_HUMAN	reviewed	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	IKZF3 ZNFN1A3	Homo sapiens (Human)	509	Q9NR96	54106
SLC35A5	Q9BS91	S35A5_HUMAN	reviewed	Probable UDP-sugar transporter protein SLC35A5 (Solute carrier family 35 member A5)	SLC35A5 UNQ164/PRO190	Homo sapiens (Human)	424	Q8IZ69	27037
PCDHA6	Q9UN73	PCDA6_HUMAN	reviewed	Protocadherin alpha-6 (PCDH-alpha-6)	PCDHA6 CNRS2	Homo sapiens (Human)	950	Q9H8X9	79844
TMEM217	Q8N7C4	TM217_HUMAN	reviewed	Transmembrane protein 217	TMEM217 C6orf128	Homo sapiens (Human)	229	Q9UHC6	26047
ENPP5	Q9UJA9	ENPP5_HUMAN	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (E-NPP 5) (NPP-5) (EC 3.1.-.-)	ENPP5 UNQ550/PRO1107	Homo sapiens (Human)	477	Q6MZW2	23105
GLCCI1	Q86VQ1	GLCI1_HUMAN	reviewed	Glucocorticoid-induced transcript 1 protein	GLCCI1	Homo sapiens (Human)	547	Q9P2D7	25981
CALCR	P30988	CALCR_HUMAN	reviewed	Calcitonin receptor (CT-R)	CALCR	Homo sapiens (Human)	474	Q96PB7	118427
USP20	Q9Y2K6	UBP20_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2) (hVDU2)	USP20 KIAA1003 LSFR3A VDU2	Homo sapiens (Human)	914	Q495M3	153201
TOR4A	Q9NXH8	TOR4A_HUMAN	reviewed	Torsin-4A (Torsin family 4 member A)	TOR4A C9orf167	Homo sapiens (Human)	423	Q9P243	57623
SAMD8	Q96LT4	SAMD8_HUMAN	reviewed	Sphingomyelin synthase-related protein 1 (SMSr) (EC 2.7.8.-) (Ceramide phosphoethanolamine synthase) (CPE synthase) (Sterile alpha motif domain-containing protein 8) (SAM domain-containing protein 8)	SAMD8	Homo sapiens (Human)	415	P27105	2040
PDE3B	Q13370	PDE3B_HUMAN	reviewed	"cGMP-inhibited 3',5'-cyclic phosphodiesterase B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)"	PDE3B	Homo sapiens (Human)	1112	Q9Y2T2	26985
DDB2	Q92466	DDB2_HUMAN	reviewed	DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2)	DDB2	Homo sapiens (Human)	427	O15145	10094
DDI1	Q8WTU0	DDI1_HUMAN	reviewed	Protein DDI1 homolog 1 (EC 3.4.23.-)	DDI1	Homo sapiens (Human)	396	Q96AC1	10979
STYK1	Q6J9G0	STYK1_HUMAN	reviewed	Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1)	STYK1 NOK	Homo sapiens (Human)	422	Q8TD55	80301
KIF21A	Q7Z4S6	KI21A_HUMAN	reviewed	Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62)	KIF21A KIAA1708 KIF2	Homo sapiens (Human)	1674	Q8IYI8	126070
TSPAN19	P0C672	TSN19_HUMAN	reviewed	Putative tetraspanin-19 (Tspan-19)	TSPAN19	Homo sapiens (Human)	248	P49366	1725
ZNF592	Q92610	ZN592_HUMAN	reviewed	Zinc finger protein 592	ZNF592 KIAA0211	Homo sapiens (Human)	1267	Q9NVN8	54552
SCNN1G	P51170	SCNNG_HUMAN	reviewed	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	SCNN1G	Homo sapiens (Human)	649	P03891	4536
TP53I13	Q8NBR0	P5I13_HUMAN	reviewed	Tumor protein p53-inducible protein 13 (Damage-stimulated cytoplasmic protein 1)	TP53I13 DSCP1	Homo sapiens (Human)	393	Q6S5L8	399694
EXOC7	Q9UPT5	EXOC7_HUMAN	reviewed	Exocyst complex component 7 (Exocyst complex component Exo70)	EXOC7 EXO70 KIAA1067	Homo sapiens (Human)	735	Q99571	5025
CCDC68	Q9H2F9	CCD68_HUMAN	reviewed	Coiled-coil domain-containing protein 68 (Cutaneous T-cell lymphoma-associated antigen se57-1) (CTCL-associated antigen se57-1)	CCDC68	Homo sapiens (Human)	335	Q2TAC6	124602
NAPA	O96009	NAPSA_HUMAN	reviewed	Napsin-A (EC 3.4.23.-) (Aspartyl protease 4) (ASP4) (Asp 4) (Napsin-1) (TA01/TA02)	NAPSA NAP1 NAPA	Homo sapiens (Human)	420	Q9Y5G6	56108
NAPA	P54920	SNAA_HUMAN	reviewed	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)	NAPA SNAPA	Homo sapiens (Human)	295	Q9NVE4	55231
